Chromosome	m1A peak middle position	RefSeq ID	Segment	Cell
chr14	51134859	NM_021818	5UTR	HEPG2_common_total_RNA
chr14	51223635	NM_020921	CDS	HEPG2_heat_shock_4h
chr14	51226831	NM_020921	CDS	HeLa
chr14	51226881	NM_020921	CDS	HEPG2_common_mRNA
chr14	51226886	NM_016350	CDS	HEPG2_heat_shock_4h
chr14	51288731	NM_020921	CDS	HEPG2_common_mRNA
chr14	51297741	NM_020921	5UTR	HEPG2_Glucose_starv_4h
chr14	51297759	NM_016350	5UTR	HEPG2_heat_shock_4h
chr14	51411048	NM_002863	CDS	HeLa
chr14	51411050	NM_002863	CDS	HEPG2_common_mRNA
chr14	51411108	NM_001163940	CDS	HEPG2_common_total_RNA
chr14	51561723	NM_052978	5UTR	HEK293
chr14	51707058	NM_030755	CDS	HeLa
chr14	52118652	NM_152330	5UTR	HEPG2_common_mRNA
chr14	52118676	NM_152330	5UTR	HeLa
chr14	52118701	NM_152330	5UTR	HEPG2_Glucose_starv_4h
chr14	53019117	NM_020784	5UTR	HeLa
chr14	53019117	NM_020784	5UTR	HEPG2_common_total_RNA
chr14	53162352	NM_014584	5UTR	HEPG2_Glucose_starv_4h
chr14	53162355	NM_014584	5UTR	HEPG2_common_mRNA
chr14	53162357	NM_014584	5UTR	HEPG2_heat_shock_4h
chr14	53162366	NM_014584	5UTR	HeLa
chr14	53162388	NM_014584	5UTR	HEPG2_common_total_RNA
chr14	53162502	NM_014584	5UTR	HEK293
chr14	53197047	NM_145251	5UTR	HeLa
chr14	53197090	NM_145251	5UTR	HEPG2_heat_shock_4h
chr14	53197092	NM_145251	5UTR	HEPG2_common_mRNA
chr14	53258190	NM_198066	5UTR	HEPG2_common_mRNA
chr14	53258213	NM_198066	5UTR	HeLa
chr14	53258241	NM_198066	5UTR	HEPG2_heat_shock_4h
chr14	53417695	NM_006832	5UTR	HeLa
chr14	53417723	NM_006832	5UTR	HEPG2_common_mRNA
chr14	53619236	NM_001160148	CDS	HEPG2_common_mRNA
chr14	53619765	NM_001160148	CDS	HEPG2_Glucose_starv_4h
chr14	53619789	NM_001160148	CDS	HEPG2_common_mRNA
chr14	53619862	NM_030637	5UTR	HeLa
chr14	54863750	NM_005192	5UTR	HeLa
chr14	54863755	NM_005192	5UTR	HEPG2_common_mRNA
chr14	54863755	NM_005192	5UTR	HEPG2_heat_shock_4h
chr14	54908015	NM_005776	CDS	HeLa
chr14	54908019	NM_005776	CDS	HEPG2_heat_shock_4h
chr14	54908020	NM_005776	CDS	HEPG2_common_total_RNA
chr14	54908022	NM_005776	CDS	HEPG2_common_mRNA
chr14	54955649	NM_004124	5UTR	HEPG2_common_mRNA
chr14	54955654	NM_004124	5UTR	HEPG2_heat_shock_4h
chr14	54955668	NM_004124	5UTR	HEPG2_Glucose_starv_4h
chr14	54955688	NM_004124	5UTR	HeLa
chr14	55369368	NM_001024024	CDS	HEPG2_heat_shock_4h
chr14	55493478	NM_007086	CDS	HEPG2_common_mRNA
chr14	55493480	NM_007086	CDS	HeLa
chr14	55493484	NM_007086	CDS	HEPG2_heat_shock_4h
chr14	55493491	NM_007086	CDS	HEPG2_Glucose_starv_4h
chr14	55494056	NM_080867	5UTR	HeLa
chr14	55494056	NM_080867	5UTR	HEPG2_heat_shock_4h
chr14	55494072	NM_080867	5UTR	HEPG2_common_mRNA
chr14	55494072	NM_080867	5UTR	HEPG2_Glucose_starv_4h
chr14	55518458	NM_144578	5UTR	HeLa
chr14	55518466	NM_144578	5UTR	HEPG2_common_mRNA
chr14	55518467	NM_144578	5UTR	HEPG2_common_total_RNA
chr14	55529505	NM_144578	CDS	HEK293
chr14	55529522	NM_144578	CDS	HEPG2_common_total_RNA
chr14	55658230	NM_014750	5UTR	HEPG2_common_mRNA
chr14	55658232	NM_014750	5UTR	HEPG2_Glucose_starv_4h
chr14	55658232	NM_014750	5UTR	HEPG2_heat_shock_4h
chr14	55658234	NM_001146015	5UTR	HeLa
chr14	55738180	NM_017943	5UTR	HEPG2_Glucose_starv_4h
chr14	55738181	NM_017943	5UTR	HEPG2_common_mRNA
chr14	55738187	NM_017943	5UTR	HEPG2_heat_shock_4h
chr14	56047016	NM_004986	5UTR	HEPG2_common_mRNA
chr14	56047018	NM_004986	5UTR	HEPG2_heat_shock_4h
chr14	56047022	NM_004986	5UTR	HeLa
chr14	56585202	NM_021255	5UTR	HEPG2_heat_shock_4h
chr14	57046692	NM_017799	CDS	HeLa
chr14	57072372	NM_017799	CDS	HEK293
chr14	57735469	NM_006544	5UTR	HEPG2_heat_shock_4h
chr14	57735473	NM_006544	5UTR	HEPG2_common_mRNA
chr14	57735493	NM_006544	5UTR	HEPG2_common_total_RNA
chr14	57735495	NM_006544	5UTR	HEPG2_Glucose_starv_4h
chr14	57735505	NM_006544	5UTR	HeLa
chr14	57857369	NM_001011713	5UTR	HeLa
chr14	57857794	NM_001011713	CDS	HEPG2_common_mRNA
chr14	57857803	NM_001011713	CDS	HEPG2_Glucose_starv_4h
chr14	57857815	NM_001011713	CDS	HeLa
chr14	57857847	NM_001011713	CDS	HEPG2_heat_shock_4h
chr14	58666947	NM_018477	CDS	HEPG2_common_mRNA
chr14	58666953	NM_018477	CDS	HeLa
chr14	58711635	NM_002788	5UTR	HeLa
chr14	58765329	NM_002892	5UTR	HEPG2_Glucose_starv_4h
chr14	58765334	NM_002892	5UTR	HEPG2_common_mRNA
chr14	58765350	NM_002892	5UTR	HeLa
chr14	58817924	NM_002892	CDS	HEPG2_common_mRNA
chr14	58817996	NM_002892	CDS	HEPG2_Glucose_starv_4h
chr14	58893822	NM_012460	5UTR	HEPG2_heat_shock_4h
chr14	58893830	NM_012460	5UTR	HEPG2_common_mRNA
chr14	58893832	NM_012460	5UTR	HeLa
chr14	59951003	NM_144581	CDS	HeLa
chr14	60337336	NM_021136	CDS	HEK293
chr14	60558834	NM_022495	5UTR	HEPG2_common_total_RNA
chr14	60558877	NM_022495	5UTR	HEPG2_common_mRNA
chr14	60558955	NM_022495	5UTR	HeLa
chr14	60622812	NM_016029	CDS	HeLa
chr14	60622814	NM_016029	CDS	HEPG2_common_mRNA
chr14	60632008	NM_016029	CDS	HEPG2_heat_shock_4h
chr14	60716194	NM_177951	5UTR	HEPG2_heat_shock_4h
chr14	60716199	NM_021003	5UTR	HEPG2_Glucose_starv_4h
chr14	60716203	NM_021003	5UTR	HeLa
chr14	60716243	NM_177951	5UTR	HEPG2_common_total_RNA
chr14	60716250	NM_021003	5UTR	HEPG2_common_mRNA
chr14	60749492	NM_021003	CDS	HEPG2_common_mRNA
chr14	61116014	NM_005982	5UTR	HEPG2_common_mRNA
chr14	61116036	NM_005982	5UTR	HEK293
chr14	61116062	NM_005982	5UTR	HEPG2_heat_shock_4h
chr14	61116069	NM_005982	5UTR	HEPG2_Glucose_starv_4h
chr14	61190756	NM_017420	CDS	HEPG2_common_mRNA
chr14	61439195	NM_020810	3UTR	HEPG2_common_mRNA
chr14	61439198	NM_020810	3UTR	HeLa
chr14	61439231	NM_020810	3UTR	HEPG2_heat_shock_4h
chr14	61447723	NM_020810	5UTR	HEPG2_Glucose_starv_4h
chr14	61447730	NM_020810	5UTR	HEPG2_common_mRNA
chr14	61448004	NR_033344	ncRNA	HEPG2_Glucose_starv_4h
chr14	61448010	NR_033344	ncRNA	HEPG2_heat_shock_4h
chr14	61448013	NM_001172702	CDS	HeLa
chr14	61448167	NR_033344	ncRNA	HEPG2_heat_shock_4h
chr14	61448171	NR_033344	ncRNA	HEPG2_common_mRNA
chr14	61788514	NM_006255	5UTR	HEPG2_heat_shock_4h
chr14	61788583	NM_006255	5UTR	HEPG2_Glucose_starv_4h
chr14	62162397	NM_001530	5UTR	HEPG2_common_total_RNA
chr14	62162407	NM_001530	5UTR	HeLa
chr14	62229205	NM_003082	CDS	HeLa
chr14	62229212	NM_003082	CDS	HEPG2_common_total_RNA
chr14	64009629	NM_001282179	5UTR	HEPG2_common_total_RNA
chr14	64009843	NM_006246	5UTR	HEPG2_common_mRNA
chr14	64009907	NM_006246	5UTR	HeLa
chr14	64194376	NM_030791	CDS	HEPG2_common_mRNA
chr14	64194652	NM_030791	CDS	HeLa
chr14	64319775	NM_015180	5UTR	HEPG2_Glucose_starv_4h
chr14	64319782	NM_015180	5UTR	HEPG2_common_mRNA
chr14	64855117	NM_005956	5UTR	HEPG2_common_mRNA
chr14	64855123	NM_005956	5UTR	HeLa
chr14	64855126	NM_005956	5UTR	HEPG2_heat_shock_4h
chr14	64971455	NM_001304507	5UTR	HEPG2_common_mRNA
chr14	64971557	NM_001123329	5UTR	HeLa
chr14	65241998	NM_001024858	CDS	HEPG2_Glucose_starv_4h
chr14	65242002	NM_001024858	CDS	HEPG2_common_mRNA
chr14	65414705	NM_198686	3UTR	HEPG2_heat_shock_4h
chr14	65417706	NM_198686	CDS	HEPG2_heat_shock_4h
chr14	65569126	NM_145112	5UTR	HeLa
chr14	65569130	NM_145112	5UTR	HEPG2_Glucose_starv_4h
chr14	65569132	NM_145112	5UTR	HEPG2_common_mRNA
chr14	66974979	NM_001024218	5UTR	HEK293
chr14	66974989	NM_020806	5UTR	HEPG2_Glucose_starv_4h
chr14	66974998	NM_020806	5UTR	HEPG2_common_total_RNA
chr14	66975002	NM_020806	5UTR	HEPG2_heat_shock_4h
chr14	66975006	NM_020806	5UTR	HEPG2_common_mRNA
chr14	66975008	NM_020806	5UTR	HeLa
chr14	67708130	NM_001256550	5UTR	HEPG2_Glucose_starv_4h
chr14	67708130	NM_001256550	5UTR	HEPG2_heat_shock_4h
chr14	67708133	NM_022474	5UTR	HeLa
chr14	67708172	NM_001256550	5UTR	HEPG2_common_mRNA
chr14	67826435	NM_015994	5UTR	HEPG2_common_mRNA
chr14	67827116	NM_004094	5UTR	HEPG2_common_mRNA
chr14	67827117	NM_004094	5UTR	HeLa
chr14	67827127	NM_004094	5UTR	HEPG2_heat_shock_4h
chr14	67864524	NM_016445	CDS	HEPG2_heat_shock_4h
chr14	67878784	NM_016445	5UTR	HEPG2_common_mRNA
chr14	67878788	NM_016445	5UTR	HeLa
chr14	67939283	NM_182526	3UTR	HEK293
chr14	68000071	NM_020715	5UTR	HEPG2_common_mRNA
chr14	68000079	NM_020715	5UTR	HEPG2_Glucose_starv_4h
chr14	68000079	NM_020715	5UTR	HEPG2_heat_shock_4h
chr14	68066867	NM_004569	CDS	HeLa
chr14	68066870	NM_004569	CDS	HEPG2_common_mRNA
chr14	68066871	NM_004569	CDS	HEPG2_Glucose_starv_4h
chr14	68141177	NM_006370	CDS	HEPG2_common_mRNA
chr14	68162390	NM_016026	CDS	HEPG2_common_mRNA
chr14	69256428	NM_004926	CDS	HEPG2_common_total_RNA
chr14	69259683	NM_001244701	CDS	HeLa
chr14	69259696	NM_001244701	CDS	HEPG2_common_mRNA
chr14	69259701	NM_001244701	CDS	HEPG2_common_total_RNA
chr14	69262795	NM_001244701	CDS	HEPG2_common_mRNA
chr14	69341574	NM_001130005	3UTR	HEPG2_common_total_RNA
chr14	69341585	NM_001102	CDS	HeLa
chr14	69445866	NM_001102	5UTR	HEPG2_common_mRNA
chr14	69445867	NM_001130005	5UTR	HEPG2_common_total_RNA
chr14	69445874	NM_001102	5UTR	HeLa
chr14	69445926	NM_001102	5UTR	HEK293
chr14	69521635	NM_001284206	CDS	HEK293
chr14	69521954	NM_003861	CDS	HEPG2_common_mRNA
chr14	69521960	NM_003861	CDS	HeLa
chr14	69589042	NM_003861	CDS	HEPG2_Glucose_starv_4h
chr14	69619693	NM_003861	CDS	HEPG2_common_mRNA
chr14	69619710	NM_003861	5UTR	HeLa
chr14	69619719	NM_003861	5UTR	HEPG2_Glucose_starv_4h
chr14	69619735	NM_001284206	5UTR	HEK293
chr14	69658287	NM_001193360	5UTR	HEPG2_heat_shock_4h
chr14	69861591	NM_004450	CDS	HeLa
chr14	70078490	NM_014734	5UTR	HEPG2_heat_shock_4h
chr14	70233568	NR_029378	ncRNA	HEPG2_heat_shock_4h
chr14	70233714	NR_029378	ncRNA	HEPG2_common_mRNA
chr14	70233912	NM_006925	5UTR	HeLa
chr14	70346295	NM_001034852	5UTR	HEK293
chr14	70346320	NM_022137	5UTR	HEPG2_common_total_RNA
chr14	70346321	NM_022137	5UTR	HeLa
chr14	70346325	NM_022137	5UTR	HEPG2_common_mRNA
chr14	70826328	NM_016468	5UTR	HeLa
chr14	70826330	NM_016468	5UTR	HEPG2_common_mRNA
chr14	70883686	NM_001202547	5UTR	HeLa
chr14	70883691	NM_001202547	5UTR	HEPG2_common_mRNA
chr14	71064424	NM_005466	CDS	HEPG2_common_mRNA
chr14	71064425	NM_005466	CDS	HEPG2_Glucose_starv_4h
chr14	71108787	NM_015351	5UTR	HeLa
chr14	71108852	NM_015351	CDS	HEPG2_common_mRNA
chr14	71108870	NM_015351	CDS	HEPG2_Glucose_starv_4h
chr14	71108878	NM_015351	CDS	HEPG2_heat_shock_4h
chr14	71374317	NM_014982	5UTR	HeLa
chr14	71374405	NM_014982	5UTR	HEPG2_common_mRNA
chr14	71374408	NM_014982	5UTR	HEPG2_Glucose_starv_4h
chr14	71374410	NM_014982	5UTR	HEPG2_heat_shock_4h
chr14	71374433	NM_014982	5UTR	HEK293
chr14	71374434	NM_014982	5UTR	HEPG2_common_total_RNA
chr14	73404746	NM_181341	CDS	HEK293
chr14	73406570	NM_181340	5UTR	HEK293
chr14	73493724	NM_021260	5UTR	HEPG2_common_mRNA
chr14	73525340	NM_021239	5UTR	HEPG2_common_mRNA
chr14	73525354	NM_021239	5UTR	HeLa
chr14	73538396	NM_021239	CDS	HEPG2_common_total_RNA
chr14	73566426	NM_021239	CDS	HEPG2_heat_shock_4h
chr14	73570038	NM_021239	CDS	HEK293
chr14	73570051	NM_021239	CDS	HEPG2_common_total_RNA
chr14	73570122	NM_021239	CDS	HEPG2_common_mRNA
chr14	73570163	NM_021239	CDS	HeLa
chr14	73576131	NM_021239	CDS	HEPG2_common_mRNA
chr14	73577595	NM_021239	CDS	HeLa
chr14	73603226	NM_000021	5UTR	HeLa
chr14	73603228	NM_007318	5UTR	HEPG2_Glucose_starv_4h
chr14	73603230	NM_007318	5UTR	HEPG2_heat_shock_4h
chr14	73603231	NM_007318	5UTR	HEPG2_common_mRNA
chr14	73704263	NM_173462	5UTR	HEPG2_common_total_RNA
chr14	73704278	NM_173462	5UTR	HEPG2_heat_shock_4h
chr14	73876769	NM_001005744	5UTR	HEPG2_heat_shock_4h
chr14	73876772	NM_001005745	5UTR	HEPG2_common_mRNA
chr14	73925234	NM_001005745	5UTR	HeLa
chr14	73925241	NM_001005745	5UTR	HEPG2_Glucose_starv_4h
chr14	73957798	NM_024644	CDS	HeLa
chr14	73957856	NM_024644	CDS	HEPG2_heat_shock_4h
chr14	73957859	NM_024644	CDS	HEPG2_common_mRNA
chr14	73959964	NM_024644	3UTR	HEPG2_common_total_RNA
chr14	74004202	NM_001037161	CDS	HEPG2_common_mRNA
chr14	74004209	NM_001037161	CDS	HeLa
chr14	74036157	NM_006821	CDS	HEPG2_common_mRNA
chr14	74036158	NM_006821	CDS	HeLa
chr14	74180824	NM_006029	5UTR	HeLa
chr14	74180833	NM_006029	5UTR	HEPG2_common_mRNA
chr14	74180948	NM_006029	5UTR	HEK293
chr14	74180972	NM_006029	5UTR	HEPG2_common_total_RNA
chr14	74185255	NM_194278	3UTR	HEPG2_common_total_RNA
chr14	74186133	NM_194278	CDS	HEPG2_common_mRNA
chr14	74188113	NM_194278	CDS	HEPG2_common_mRNA
chr14	74196525	NM_194278	CDS	HEPG2_common_mRNA
chr14	74226602	NM_194278	5UTR	HEPG2_common_mRNA
chr14	74226661	NM_194278	5UTR	HEPG2_common_total_RNA
chr14	74226728	NM_194278	5UTR	HEPG2_heat_shock_4h
chr14	74253865	NM_001043318	5UTR	HEPG2_heat_shock_4h
chr14	74353419	NM_001242926	5UTR	HEPG2_Glucose_starv_4h
chr14	74417090	NM_182476	CDS	HEPG2_Glucose_starv_4h
chr14	74417100	NM_182476	CDS	HEPG2_common_mRNA
chr14	74417100	NM_182476	CDS	HEPG2_heat_shock_4h
chr14	74417103	NM_182476	CDS	HEPG2_common_total_RNA
chr14	74417108	NM_182476	CDS	HeLa
chr14	74486158	NM_025057	5UTR	HEPG2_Glucose_starv_4h
chr14	74486159	NM_025057	5UTR	HEPG2_common_mRNA
chr14	74495919	NM_025057	CDS	HEPG2_Glucose_starv_4h
chr14	74551066	NM_005589	CDS	HeLa
chr14	74551090	NM_001278594	5UTR	HEK293
chr14	74551093	NM_001278594	5UTR	HEPG2_common_total_RNA
chr14	74551108	NM_001278594	5UTR	HEPG2_common_mRNA
chr14	74753162	NM_005050	3UTR	HeLa
chr14	74826309	NM_018228	3UTR	HEK293
chr14	74953136	NM_006432	CDS	HeLa
chr14	74959943	NM_006432	CDS	HEPG2_common_mRNA
chr14	75179716	NM_001039479	5UTR	HEPG2_common_mRNA
chr14	75180210	NM_015962	CDS	HEPG2_heat_shock_4h
chr14	75180211	NM_015962	CDS	HeLa
chr14	75180244	NM_015962	CDS	HEPG2_common_mRNA
chr14	75180247	NM_015962	CDS	HEPG2_Glucose_starv_4h
chr14	75230715	NM_019589	CDS	HEPG2_heat_shock_4h
chr14	75230746	NM_019589	CDS	HeLa
chr14	75230752	NM_019589	CDS	HEPG2_common_mRNA
chr14	75230754	NM_019589	CDS	HEK293
chr14	75248332	NM_019589	CDS	HEPG2_common_total_RNA
chr14	75265194	NM_019589	CDS	HEK293
chr14	75265282	NM_019589	CDS	HeLa
chr14	75265284	NM_019589	CDS	HEPG2_Glucose_starv_4h
chr14	75265285	NM_019589	CDS	HEPG2_common_mRNA
chr14	75265289	NM_019589	CDS	HEPG2_heat_shock_4h
chr14	75265292	NM_019589	CDS	HEPG2_common_total_RNA
chr14	75265811	NM_019589	CDS	HEPG2_heat_shock_4h
chr14	75265921	NM_019589	CDS	HEPG2_common_mRNA
chr14	75295983	NM_019589	CDS	HEPG2_common_total_RNA
chr14	75295990	NM_019589	CDS	HEPG2_common_mRNA
chr14	75348656	NR_033814	ncRNA	HEPG2_common_mRNA
chr14	75348656	NR_033814	ncRNA	HEPG2_heat_shock_4h
chr14	75348692	NM_001933	CDS	HeLa
chr14	75349310	NM_001244883	CDS	HEPG2_heat_shock_4h
chr14	75349310	NM_001933	CDS	HEPG2_Glucose_starv_4h
chr14	75469724	NM_014239	CDS	HeLa
chr14	75469754	NM_014239	CDS	HEPG2_common_mRNA
chr14	75520304	NM_001107	CDS	HEPG2_common_mRNA
chr14	75520311	NM_001107	CDS	HEPG2_heat_shock_4h
chr14	75530199	NR_126393	ncRNA	HEPG2_Glucose_starv_4h
chr14	75530218	NR_126393	ncRNA	HEPG2_common_mRNA
chr14	75530218	NR_126393	ncRNA	HEPG2_heat_shock_4h
chr14	75530693	NM_001107	5UTR	HEPG2_heat_shock_4h
chr14	75593572	NM_033116	CDS	HeLa
chr14	75593585	NM_033116	CDS	HEPG2_common_mRNA
chr14	75643189	NM_006827	CDS	HEPG2_common_mRNA
chr14	75643225	NM_006827	CDS	HEPG2_common_total_RNA
chr14	75643227	NM_006827	CDS	HeLa
chr14	75745648	NM_005252	5UTR	HEPG2_heat_shock_4h
chr14	75745650	NM_005252	5UTR	HEPG2_common_total_RNA
chr14	75745676	NM_005252	5UTR	HEPG2_Glucose_starv_4h
chr14	75745684	NM_005252	5UTR	HEPG2_common_mRNA
chr14	75745688	NM_005252	CDS	HeLa
chr14	75746714	NM_005252	CDS	HeLa
chr14	75936182	NM_001135048	3UTR	HeLa
chr14	75939041	NM_130469	3UTR	HEPG2_heat_shock_4h
chr14	76045046	NM_017791	5UTR	HEPG2_heat_shock_4h
chr14	76127153	NM_007176	5UTR	HEPG2_Glucose_starv_4h
chr14	76127155	NM_007176	5UTR	HEPG2_heat_shock_4h
chr14	76127650	NM_015072	5UTR	HEPG2_heat_shock_4h
chr14	76452159	NM_001255995	CDS	HEPG2_heat_shock_4h
chr14	76618301	NM_017926	5UTR	HEPG2_Glucose_starv_4h
chr14	76618302	NM_017926	5UTR	HEPG2_heat_shock_4h
chr14	76618304	NM_017926	5UTR	HeLa
chr14	76618306	NM_017926	5UTR	HEPG2_common_mRNA
chr14	76620766	NM_017926	CDS	HeLa
chr14	77246626	NM_014909	3UTR	HeLa
chr14	77279176	NM_015305	5UTR	HEPG2_common_mRNA
chr14	77279182	NM_015305	5UTR	HEPG2_heat_shock_4h
chr14	77494887	NM_024496	5UTR	HEPG2_common_mRNA
chr14	77494935	NM_024496	5UTR	HeLa
chr14	77564668	NM_033426	5UTR	HEPG2_common_mRNA
chr14	77718224	NM_020431	CDS	HEK293
chr14	77787053	NM_013382	5UTR	HEPG2_common_mRNA
chr14	77787081	NM_013382	5UTR	HeLa
chr14	77787458	NM_145870	5UTR	HEPG2_heat_shock_4h
chr14	77787463	NM_145870	5UTR	HeLa
chr14	77924504	NM_012111	5UTR	HeLa
chr14	77924505	NM_012111	5UTR	HEPG2_common_mRNA
chr14	77924512	NM_012111	5UTR	HEPG2_common_total_RNA
chr14	77924531	NM_012111	5UTR	HEK293
chr14	77935504	NM_012111	CDS	HeLa
chr14	78082894	NM_004863	CDS	HeLa
chr14	78082901	NM_004863	CDS	HEPG2_common_mRNA
chr14	78082943	NM_004863	5UTR	HEPG2_heat_shock_4h
chr14	78082954	NM_004863	5UTR	HEPG2_Glucose_starv_4h
chr14	78174277	NM_006020	CDS	HEPG2_heat_shock_4h
chr14	78174482	NR_052025	ncRNA	HEPG2_common_mRNA
chr14	78174482	NR_052025	ncRNA	HEPG2_Glucose_starv_4h
chr14	78174482	NR_052025	ncRNA	HEPG2_heat_shock_4h
chr14	78174524	NM_031210	CDS	HeLa
chr14	78177213	NM_031210	CDS	HEPG2_Glucose_starv_4h
chr14	78177214	NM_031210	CDS	HEPG2_heat_shock_4h
chr14	78189595	NM_012245	CDS	HeLa
chr14	78197348	NM_012245	CDS	HEPG2_common_mRNA
chr14	78221343	NM_012245	CDS	HEPG2_common_total_RNA
chr14	78221397	NM_012245	CDS	HEPG2_Glucose_starv_4h
chr14	78221399	NM_012245	CDS	HEPG2_common_mRNA
chr14	78221405	NM_012245	CDS	HeLa
chr14	79745820	NM_001272020	5UTR	HEPG2_common_mRNA
chr14	80668349	NM_013989	3UTR	HEPG2_common_mRNA
chr14	81405828	NM_152446	5UTR	HEPG2_Glucose_starv_4h
chr14	81405836	NM_152446	5UTR	HEPG2_common_mRNA
chr14	81405840	NM_152446	5UTR	HEPG2_heat_shock_4h
chr14	81651938	NM_015859	CDS	HEPG2_common_mRNA
chr14	81687133	NM_015859	5UTR	HEPG2_common_mRNA
chr14	81687144	NM_015859	5UTR	HEPG2_common_total_RNA
chr14	81687191	NM_015859	5UTR	HeLa
chr14	81893534	NM_001256430	5UTR	HEPG2_heat_shock_4h
chr14	81993294	NM_005065	CDS	HEPG2_Glucose_starv_4h
chr14	81994064	NM_005065	CDS	HEPG2_common_total_RNA
chr14	82000088	NM_005065	CDS	HEPG2_common_mRNA
chr14	82000096	NM_005065	5UTR	HeLa
chr14	82000102	NM_005065	5UTR	HEPG2_Glucose_starv_4h
chr14	82000114	NM_005065	5UTR	HEPG2_common_total_RNA
chr14	89029444	NM_001160103	5UTR	HEPG2_common_mRNA
chr14	89029445	NM_001160103	5UTR	HEPG2_heat_shock_4h
chr14	89029448	NM_207660	5UTR	HEK293
chr14	89029450	NM_024824	5UTR	HeLa
chr14	89883292	NM_005197	5UTR	HEPG2_common_mRNA
chr14	89883299	NM_005197	5UTR	HEPG2_Glucose_starv_4h
chr14	89883817	NR_036500	ncRNA	HEPG2_Glucose_starv_4h
chr14	89883826	NR_036500	ncRNA	HEPG2_heat_shock_4h
chr14	89883918	NR_036500	ncRNA	HEPG2_common_mRNA
chr14	90420997	NM_145231	CDS	HeLa
chr14	90420999	NM_001284266	CDS	HEPG2_Glucose_starv_4h
chr14	90421005	NM_001284266	CDS	HEPG2_common_mRNA
chr14	90722932	NM_002802	5UTR	HEPG2_common_total_RNA
chr14	90725511	NM_002802	CDS	HEPG2_common_mRNA
chr14	90725515	NM_002802	CDS	HEPG2_heat_shock_4h
chr14	90725516	NM_002802	CDS	HEPG2_Glucose_starv_4h
chr14	90726464	NM_002802	CDS	HeLa
chr14	90729732	NM_002802	CDS	HEPG2_common_mRNA
chr14	90759137	NM_017970	CDS	HEPG2_heat_shock_4h
chr14	90798230	NM_017970	CDS	HEPG2_common_mRNA
chr14	90863486	NM_006888	5UTR	HeLa
chr14	91282653	NM_001010854	5UTR	HEPG2_heat_shock_4h
chr14	91282682	NM_001010854	5UTR	HeLa
chr14	91526766	NM_182398	CDS	HEK293
chr14	91526820	NM_004755	5UTR	HEPG2_heat_shock_4h
chr14	91526838	NM_004755	5UTR	HEPG2_common_mRNA
chr14	91773555	NM_001080414	CDS	HEPG2_heat_shock_4h
chr14	91779888	NM_001080414	CDS	HEPG2_common_mRNA
chr14	91779893	NM_001080414	CDS	HEPG2_Glucose_starv_4h
chr14	91976116	NM_001284280	5UTR	HEPG2_common_total_RNA
chr14	91976300	NM_001284280	5UTR	HEPG2_Glucose_starv_4h
chr14	91976331	NM_001284280	5UTR	HEPG2_common_mRNA
chr14	91976462	NM_001284281	5UTR	HEK293
chr14	91976476	NM_001284280	5UTR	HEPG2_common_total_RNA
chr14	92280154	NM_152332	5UTR	HEPG2_heat_shock_4h
chr14	92302697	NM_152332	5UTR	HEPG2_heat_shock_4h
chr14	92302752	NM_152332	5UTR	HEPG2_common_mRNA
chr14	92302789	NM_152332	5UTR	HeLa
chr14	92302797	NM_152332	5UTR	HEPG2_Glucose_starv_4h
chr14	92588010	NM_004545	CDS	HEPG2_heat_shock_4h
chr14	92588011	NM_004545	CDS	HeLa
chr14	92588016	NM_004545	CDS	HEPG2_common_mRNA
chr14	93214846	NM_005606	5UTR	HeLa
chr14	93214892	NM_005606	5UTR	HEPG2_common_mRNA
chr14	93214895	NM_001008530	5UTR	HEPG2_heat_shock_4h
chr14	93536072	NR_002808	ncRNA	HEK293
chr14	93581616	NM_014216	5UTR	HEPG2_common_mRNA
chr14	93582173	NM_001142593	5UTR	HEPG2_heat_shock_4h
chr14	93582177	NM_014216	5UTR	HEPG2_Glucose_starv_4h
chr14	93582179	NM_014216	5UTR	HeLa
chr14	93650965	NM_022151	5UTR	HeLa
chr14	93651053	NM_022151	5UTR	HEPG2_heat_shock_4h
chr14	93651495	NM_001098621	5UTR	HEPG2_Glucose_starv_4h
chr14	93651527	NM_001098621	5UTR	HEPG2_common_mRNA
chr14	93651552	NM_001098621	5UTR	HEPG2_heat_shock_4h
chr14	93652666	NM_001098621	CDS	HEPG2_heat_shock_4h
chr14	93652674	NM_015676	CDS	HeLa
chr14	93652679	NM_001098621	CDS	HEPG2_common_mRNA
chr14	93670105	NM_032490	CDS	HEPG2_heat_shock_4h
chr14	93673279	NM_032490	CDS	HEPG2_common_mRNA
chr14	93673587	NR_038150	ncRNA	HEPG2_heat_shock_4h
chr14	93673593	NR_038150	ncRNA	HEPG2_common_mRNA
chr14	93673684	NM_175748	CDS	HeLa
chr14	93799245	NM_018167	5UTR	HEPG2_Glucose_starv_4h
chr14	93799249	NM_018167	5UTR	HEPG2_common_mRNA
chr14	93799280	NM_001002860	5UTR	HeLa
chr14	93799290	NM_018167	5UTR	HEPG2_heat_shock_4h
chr14	94245582	NM_178013	CDS	HEK293
chr14	94547494	NM_020414	5UTR	HEPG2_heat_shock_4h
chr14	94547735	NM_206949	5UTR	HEPG2_common_mRNA
chr14	94547736	NM_206949	5UTR	HEPG2_heat_shock_4h
chr14	94577122	NM_005532	5UTR	HEPG2_Glucose_starv_4h
