chr	position	gene	segment	strain and medium
II	1093437	SPBC1734.16c	CDS	WT_Sp1_EMM-N_medium_4h
II	1121348	SPBC1709.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	1124578	SPBC1709.12	3UTR	WT_Sp1_EMM-N_medium_4h
II	1145049	SPBC409.07c	CDS	WT_Sp1_EMM-N_medium_4h
II	1145582	SPBC409.07c	CDS	WT_Sp1_vegetative
II	1145586	SPBC409.07c	CDS	WT_Sp1_EMM-N_medium_4h
II	1146505	SPBC409.07c	5UTR	WT_Sp1_vegetative
II	1146506	SPBC409.07c	5UTR	WT_Sp1_EMM-N_medium_4h
II	1152205	SPBC409.08	INT	WT_Sp1_vegetative
II	1152261	SPBC409.08	CDS	WT_Sp1_EMM-N_medium_4h
II	1172266	SPBC409.19c	3UTR	WT_Sp1_EMM-N_medium_4h
II	1172290	SPBC409.19c	3UTR	WT_Sp1_vegetative
II	1175088	SPBC409.20c	CDS	WT_Sp1_EMM-N_medium_4h
II	1179324	SPBC1306.01c	CDS	WT_Sp1_vegetative
II	1179333	SPBC1306.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	1181818	SPBC1306.02	CDS	WT_Sp1_EMM-N_medium_4h
II	1181835	SPBC1306.02	CDS	WT_Sp1_vegetative
II	1188257	SPBC4.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	1188258	SPBC4.03c	CDS	WT_Sp1_vegetative
II	1190448	SPBC4.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	1190456	SPBC4.03c	CDS	WT_Sp1_vegetative
II	1209419	SPBC725.04	CDS	WT_Sp1_EMM-N_medium_4h
II	1223079	SPBC725.09c	CDS	WT_Sp1_EMM-N_medium_4h
II	1226859	SPBC725.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	1226887	SPBC725.11c	CDS	WT_Sp1_vegetative
II	1252432	SPBC651.08c	CDS	WT_Sp1_vegetative
II	1255857	SPBC651.09c	CDS	WT_Sp1_vegetative
II	1278441	SPBC3D6.05	INT	WT_Sp1_vegetative
II	1291707	SPBC3D6.12	CDS	WT_Sp1_EMM-N_medium_4h
II	1291716	SPBC3D6.12	CDS	WT_Sp1_vegetative
II	1299945	SPBC30B4.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	1300060	SPBC30B4.01c	CDS	WT_Sp1_vegetative
II	1304966	SPBC30B4.03c	CDS	WT_Sp1_vegetative
II	1309684	SPBC30B4.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	1309691	SPBC30B4.04c	CDS	WT_Sp1_vegetative
II	1310728	SPBC30B4.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	1310739	SPBC30B4.04c	CDS	WT_Sp1_vegetative
II	1338681	SPBC27B12.08	CDS	WT_Sp1_vegetative
II	1338703	SPBC27B12.08	CDS	WT_Sp1_EMM-N_medium_4h
II	1344092	SPBC27B12.10c	CDS	WT_Sp1_vegetative
II	1344094	SPBC27B12.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	1346484	SPBC27B12.11c	CDS	WT_Sp1_vegetative
II	1346509	SPBC27B12.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	1359846	SPBC8D2.01	CDS	WT_Sp1_vegetative
II	1359848	SPBC8D2.01	CDS	WT_Sp1_EMM-N_medium_4h
II	1384434	SPBC8D2.14c	CDS	WT_Sp1_vegetative
II	1384439	SPBC8D2.14c	CDS	WT_Sp1_EMM-N_medium_4h
II	1400743	SPBC17A3.01c	CDS	WT_Sp1_vegetative
II	1400756	SPBC17A3.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	1405116	SPBC17A3.03c	CDS	WT_Sp1_vegetative
II	1405118	SPBC17A3.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	1431164	SPBC691.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	1431175	SPBC691.05c	CDS	WT_Sp1_vegetative
II	1431833	SPBC691.05c	CDS	WT_Sp1_vegetative
II	1436550	SPBP22H7.03	CDS	WT_Sp1_EMM-N_medium_4h
II	1452324	SPBC32H8.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	1457791	SPBC32H8.04c	3UTR	WT_Sp1_vegetative
II	1457793	SPBC32H8.04c	3UTR	WT_Sp1_EMM-N_medium_4h
II	1487673	SPBC11B10.01	CDS	WT_Sp1_vegetative
II	1487678	SPBC11B10.01	CDS	WT_Sp1_EMM-N_medium_4h
II	1499001	SPBC11B10.08	CDS	WT_Sp1_EMM-N_medium_4h
II	1499017	SPBC11B10.08	CDS	WT_Sp1_vegetative
II	1506742	SPBC1215.02c	CDS	WT_Sp1_vegetative
II	1507612	SPBC1215.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	1511097	SPBC83.01	CDS	WT_Sp1_EMM-N_medium_4h
II	1511122	SPBC83.01	CDS	WT_Sp1_vegetative
II	1512808	SPBC83.01	CDS	WT_Sp1_vegetative
II	1512834	SPBC83.01	CDS	WT_Sp1_EMM-N_medium_4h
II	1518065	SPBC83.05	CDS	WT_Sp1_EMM-N_medium_4h
II	1528282	SPBC83.10	CDS	WT_Sp1_EMM-N_medium_4h
II	1530513	SPBC83.11	CDS	WT_Sp1_EMM-N_medium_4h
II	1530514	SPBC83.11	CDS	WT_Sp1_vegetative
II	1544115	SPBC83.18c	CDS	WT_Sp1_vegetative
II	1544126	SPBC83.18c	CDS	WT_Sp1_EMM-N_medium_4h
II	1544624	SPBC83.18c	CDS	WT_Sp1_vegetative
II	1544625	SPBC83.18c	CDS	WT_Sp1_EMM-N_medium_4h
II	1548153	SPBC29B5.01	CDS	WT_Sp1_vegetative
II	1560094	SPBC29B5.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	1561851	SPBC27.01c	CDS	WT_Sp1_vegetative
II	1561853	SPBC27.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	1582445	SPBC28F2.08c	CDS	WT_Sp1_vegetative
II	1582471	SPBC28F2.08c	CDS	WT_Sp1_EMM-N_medium_4h
II	1596382	SPBC28F2.12	CDS	WT_Sp1_vegetative
II	1596384	SPBC28F2.12	CDS	WT_Sp1_EMM-N_medium_4h
II	1656004	SPBC21B10.08c	CDS	WT_Sp1_vegetative
II	1668939	SPBC21B10.03c	CDS	WT_Sp1_vegetative
II	1675743	SPBC19C2.03	CDS	WT_Sp1_EMM-N_medium_4h
II	1675780	SPBC19C2.03	CDS	WT_Sp1_vegetative
II	1683847	SPBC19C2.05	CDS	WT_Sp1_EMM-N_medium_4h
II	1694102	SPBC19C2.09	CDS	WT_Sp1_EMM-N_medium_4h
II	1694118	SPBC19C2.09	CDS	WT_Sp1_vegetative
II	1698201	SPBC19C2.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	1698201	SPBC19C2.11c	CDS	WT_Sp1_vegetative
II	1700613	SPBC19C2.12	CDS	WT_Sp1_vegetative
II	1719902	SPBC2F12.10	CDS	WT_Sp1_EMM-N_medium_4h
II	1719941	SPBC2F12.10	CDS	WT_Sp1_vegetative
II	1731353	SPBC2F12.05c	CDS	WT_Sp1_vegetative
II	1739149	SPBC2F12.02c	CDS	WT_Sp1_vegetative
II	1739152	SPBC2F12.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	1754817	SPBC1D7.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	1754831	SPBC1D7.02c	CDS	WT_Sp1_vegetative
II	1775897	SPBC18H10.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	1818643	SPBC9B6.03	CDS	WT_Sp1_EMM-N_medium_4h
II	1818643	SPBC9B6.03	CDS	WT_Sp1_vegetative
II	1833482	SPBC9B6.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	1833575	SPBC9B6.11c	CDS	WT_Sp1_vegetative
II	1840495	SPBC28E12.03	CDS	WT_Sp1_vegetative
II	1840514	SPBC28E12.03	CDS	WT_Sp1_EMM-N_medium_4h
II	1842573	SPBC28E12.03	CDS	WT_Sp1_EMM-N_medium_4h
II	1842601	SPBC28E12.03	CDS	WT_Sp1_vegetative
II	1858899	SPBC3H7.14	CDS	WT_Sp1_vegetative
II	1875439	SPBC3H7.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	1883206	SPBC3H7.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	1886869	SPBC3H7.02	CDS	WT_Sp1_EMM-N_medium_4h
II	1886875	SPBC3H7.02	CDS	WT_Sp1_vegetative
II	1887596	SPBC3H7.02	5UTR	WT_Sp1_EMM-N_medium_4h
II	1895407	SPBP16F5.03c	CDS	WT_Sp1_vegetative
II	1895412	SPBP16F5.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	1910381	SPBP16F5.07	CDS	WT_Sp1_EMM-N_medium_4h
II	1910381	SPBP16F5.07	CDS	WT_Sp1_vegetative
II	1912491	SPBP16F5.08c	CDS	WT_Sp1_vegetative
II	1916310	SPBC16E9.01c	CDS	WT_Sp1_vegetative
II	1916362	SPBC16E9.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	1919587	SPBC16E9.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	1937071	SPBC16E9.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	1937077	SPBC16E9.11c	CDS	WT_Sp1_vegetative
II	1937712	SPBC16E9.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	1940192	SPBC16E9.12c	CDS	WT_Sp1_EMM-N_medium_4h
II	1942752	SPBC16E9.13	5UTR	WT_Sp1_EMM-N_medium_4h
II	1942755	SPBC16E9.13	5UTR	WT_Sp1_vegetative
II	1946200	SPBC16E9.14c	CDS	WT_Sp1_vegetative
II	1946209	SPBC16E9.14c	CDS	WT_Sp1_EMM-N_medium_4h
II	1949801	SPBC16E9.16c	CDS	WT_Sp1_vegetative
II	1959084	SPBC1E8.02	CDS	WT_Sp1_EMM-N_medium_4h
II	1961622	SPBC1E8.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	1976425	SPBC1A4.03c	CDS	WT_Sp1_vegetative
II	1976427	SPBC1A4.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	1983466	SPBC1A4.04	CDS	WT_Sp1_EMM-N_medium_4h
II	1983495	SPBC1A4.04	CDS	WT_Sp1_vegetative
II	1991784	SPBC1A4.08c	CDS	WT_Sp1_EMM-N_medium_4h
II	1995036	SPBC1A4.09	CDS	WT_Sp1_EMM-N_medium_4h
II	1995046	SPBC1A4.09	CDS	WT_Sp1_vegetative
II	2003784	SPBP23A10.05	CDS	WT_Sp1_EMM-N_medium_4h
II	2003789	SPBP23A10.05	CDS	WT_Sp1_vegetative
II	2010732	SPBP23A10.07	CDS	WT_Sp1_EMM-N_medium_4h
II	2010733	SPBP23A10.07	CDS	WT_Sp1_vegetative
II	2026912	SPBP23A10.13	CDS	WT_Sp1_EMM-N_medium_4h
II	2026913	SPBP23A10.13	CDS	WT_Sp1_vegetative
II	2029716	SPBP23A10.14c	CDS	WT_Sp1_vegetative
II	2029738	SPBP23A10.14c	CDS	WT_Sp1_EMM-N_medium_4h
II	2036272	SPBP23A10.16	CDS	WT_Sp1_EMM-N_medium_4h
II	2054971	SPBC29A3.09c	CDS	WT_Sp1_EMM-N_medium_4h
II	2055774	SPBC29A3.09c	CDS	WT_Sp1_EMM-N_medium_4h
II	2086866	SPBC18E5.07	CDS	WT_Sp1_EMM-N_medium_4h
II	2087037	SPBC18E5.07	CDS	WT_Sp1_vegetative
II	2102645	SPBC23G7.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	2102747	SPBC23G7.04c	CDS	WT_Sp1_vegetative
II	2106618	SPBC23G7.06c	CDS	WT_Sp1_vegetative
II	2106628	SPBC23G7.06c	CDS	WT_Sp1_EMM-N_medium_4h
II	2111828	SPBC23G7.08c	CDS	WT_Sp1_EMM-N_medium_4h
II	2111836	SPBC23G7.08c	CDS	WT_Sp1_vegetative
II	2112782	SPBC23G7.08c	CDS	WT_Sp1_vegetative
II	2114561	SPBC23G7.09	CDS	WT_Sp1_vegetative
II	2114610	SPBC23G7.09	CDS	WT_Sp1_EMM-N_medium_4h
II	2132931	SPBC1711.02	CDS	WT_Sp1_vegetative
II	2132979	SPBC1711.02	CDS	WT_Sp1_EMM-N_medium_4h
II	2140833	SPBC1711.04	CDS	WT_Sp1_EMM-N_medium_4h
II	2152437	SPBC1711.10c	3UTR	WT_Sp1_EMM-N_medium_4h
II	2153596	SPBC1711.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	2153602	SPBC1711.10c	CDS	WT_Sp1_vegetative
II	2210282	SPBC14C8.04	CDS	WT_Sp1_EMM-N_medium_4h
II	2210284	SPBC14C8.04	CDS	WT_Sp1_vegetative
II	2217625	SPNCRNA.1495	5UTR	WT_Sp1_EMM-N_medium_4h
II	2231469	SPBC14C8.15	CDS	WT_Sp1_vegetative
II	2248442	SPBC15C4.05	CDS	WT_Sp1_vegetative
II	2248444	SPBC15C4.05	CDS	WT_Sp1_EMM-N_medium_4h
II	2276425	SPBC16H5.12c	CDS	WT_Sp1_EMM-N_medium_4h
II	2276427	SPBC16H5.12c	CDS	WT_Sp1_vegetative
II	2278797	SPBC16H5.11c	CDS	WT_Sp1_vegetative
II	2278808	SPBC16H5.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	2289979	SPBC16H5.07c	3UTR	WT_Sp1_EMM-N_medium_4h
II	2333865	SPBC24C6.08c	CDS	WT_Sp1_vegetative
II	2333878	SPBC24C6.08c	CDS	WT_Sp1_EMM-N_medium_4h
II	2352016	SPBC19G7.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	2352036	SPBC19G7.05c	CDS	WT_Sp1_vegetative
II	2360373	SPBC19G7.06	CDS	WT_Sp1_EMM-N_medium_4h
II	2362868	SPBC19G7.07c	CDS	WT_Sp1_vegetative
II	2364468	SPBC19G7.08c	CDS	WT_Sp1_EMM-N_medium_4h
II	2369388	SPBC19G7.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	2369392	SPBC19G7.10c	CDS	WT_Sp1_vegetative
II	2376170	SPBC19G7.13	3UTR	WT_Sp1_vegetative
II	2376173	SPBC19G7.13	3UTR	WT_Sp1_EMM-N_medium_4h
II	2378383	SPBC19G7.15	CDS	WT_Sp1_EMM-N_medium_4h
II	2378546	SPBC19G7.15	CDS	WT_Sp1_vegetative
II	2378755	SPBC19G7.15	CDS	WT_Sp1_EMM-N_medium_4h
II	2379952	SPBC19G7.19	CDS	WT_Sp1_vegetative
II	2383644	SPBC19G7.17	CDS	WT_Sp1_EMM-N_medium_4h
II	2383650	SPBC19G7.17	CDS	WT_Sp1_vegetative
II	2401109	SPBC36B7.09	CDS	WT_Sp1_EMM-N_medium_4h
II	2437148	SPBC21D10.06c	CDS	WT_Sp1_EMM-N_medium_4h
II	2437754	SPBC21D10.06c	CDS	WT_Sp1_vegetative
II	2437772	SPBC21D10.06c	CDS	WT_Sp1_EMM-N_medium_4h
II	2440300	SPBC21D10.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	2440301	SPBC21D10.05c	CDS	WT_Sp1_vegetative
II	2445622	SPBC12C2.13c	CDS	WT_Sp1_EMM-N_medium_4h
II	2453358	SPBC12C2.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	2453374	SPBC12C2.10c	CDS	WT_Sp1_vegetative
II	2460453	SPBC12C2.08	CDS	WT_Sp1_EMM-N_medium_4h
II	2469166	SPBC12C2.04	CDS	WT_Sp1_EMM-N_medium_4h
II	2474249	SPBC12C2.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	2482697	SPBC17F3.02	CDS	WT_Sp1_EMM-N_medium_4h
II	2493248	SPBC557.04	CDS	WT_Sp1_vegetative
II	2493252	SPBC557.04	CDS	WT_Sp1_EMM-N_medium_4h
II	2494187	SPBC365.20c	3UTR	WT_Sp1_vegetative
II	2506956	SPBC365.06	CDS	WT_Sp1_EMM-N_medium_4h
II	2506970	SPBC365.06	CDS	WT_Sp1_vegetative
II	2517964	SPBC365.12c	CDS	WT_Sp1_vegetative
II	2517979	SPBC365.12c	CDS	WT_Sp1_EMM-N_medium_4h
II	2529804	SPNCRNA.135	5UTR	WT_Sp1_vegetative
II	2531107	SPBC365.16	CDS	WT_Sp1_vegetative
II	2531505	SPBC365.16	CDS	WT_Sp1_vegetative
II	2531509	SPBC365.16	CDS	WT_Sp1_EMM-N_medium_4h
II	2547096	SPBC29A10.05	CDS	WT_Sp1_EMM-N_medium_4h
II	2566489	SPBC29A10.12	CDS	WT_Sp1_vegetative
II	2566491	SPBC29A10.12	CDS	WT_Sp1_EMM-N_medium_4h
II	2596094	SPBC25B2.01	CDS	WT_Sp1_vegetative
II	2600243	SPBC25B2.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	2602850	SPBC25B2.03	CDS	WT_Sp1_EMM-N_medium_4h
II	2602852	SPBC25B2.03	CDS	WT_Sp1_vegetative
II	2606340	SPBC25B2.05	CDS	WT_Sp1_vegetative
II	2609315	SPBC25B2.07c	CDS	WT_Sp1_EMM-N_medium_4h
II	2609324	SPBC25B2.07c	CDS	WT_Sp1_vegetative
II	2610050	SPBC25B2.07c	CDS	WT_Sp1_vegetative
II	2621636	SPBC1826.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	2621638	SPBC1826.01c	CDS	WT_Sp1_vegetative
II	2633874	SPBC6B1.04	CDS	WT_Sp1_vegetative
II	2659280	SPBC3E7.01	CDS	WT_Sp1_vegetative
II	2659300	SPBC3E7.01	CDS	WT_Sp1_EMM-N_medium_4h
II	2682413	SPBC3E7.12c	CDS	WT_Sp1_vegetative
II	2690919	SPBC4F6.04	CDS	WT_Sp1_EMM-N_medium_4h
II	2695333	SPBC4F6.06	CDS	WT_Sp1_EMM-N_medium_4h
II	2695339	SPBC4F6.06	CDS	WT_Sp1_vegetative
II	2696994	SPBC4F6.06	CDS	WT_Sp1_vegetative
II	2697002	SPBC4F6.06	CDS	WT_Sp1_EMM-N_medium_4h
II	2705170	SPBC4F6.09	5UTR	WT_Sp1_EMM-N_medium_4h
II	2707074	SPBC4F6.09	CDS	WT_Sp1_EMM-N_medium_4h
II	2707078	SPBC4F6.09	CDS	WT_Sp1_vegetative
II	2710116	SPBC4F6.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	2710170	SPBC4F6.11c	CDS	WT_Sp1_vegetative
II	2713187	SPBC4F6.12	CDS	WT_Sp1_EMM-N_medium_4h
II	2721509	SPBC4F6.16c	CDS	WT_Sp1_EMM-N_medium_4h
II	2740431	SPBC336.03	CDS	WT_Sp1_EMM-N_medium_4h
II	2740446	SPBC336.03	CDS	WT_Sp1_vegetative
II	2745699	SPBC336.04	CDS	WT_Sp1_EMM-N_medium_4h
II	2745708	SPBC336.04	CDS	WT_Sp1_vegetative
II	2762609	SPBC336.12c	CDS	WT_Sp1_EMM-N_medium_4h
II	2795938	SPBC32F12.06	CDS	WT_Sp1_EMM-N_medium_4h
II	2801117	SPBC32F12.09	CDS	WT_Sp1_vegetative
II	2801125	SPBC32F12.09	CDS	WT_Sp1_EMM-N_medium_4h
II	2830433	SPBC19C7.05	CDS	WT_Sp1_vegetative
II	2832742	SPBC19C7.06	CDS	WT_Sp1_EMM-N_medium_4h
II	2840949	SPBC19C7.10	CDS	WT_Sp1_EMM-N_medium_4h
II	2842152	SPBC19C7.10	CDS	WT_Sp1_EMM-N_medium_4h
II	2842160	SPBC19C7.10	CDS	WT_Sp1_vegetative
II	2849934	SPBP19A11.02c	CDS	WT_Sp1_vegetative
II	2849948	SPBP19A11.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	2855282	SPBP19A11.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	2867605	SPNCRNA.1557	3UTR	WT_Sp1_EMM-N_medium_4h
II	2867611	SPNCRNA.1557	3UTR	WT_Sp1_vegetative
II	2876740	SPBP4H10.05c	CDS	WT_Sp1_vegetative
II	2876900	SPBP4H10.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	2882984	SPBP4H10.07	CDS	WT_Sp1_EMM-N_medium_4h
II	2884566	SPBP4H10.08	CDS	WT_Sp1_EMM-N_medium_4h
II	2884568	SPBP4H10.08	CDS	WT_Sp1_vegetative
II	2898444	SPBP4H10.14c	CDS	WT_Sp1_vegetative
II	2898628	SPBP4H10.14c	CDS	WT_Sp1_EMM-N_medium_4h
II	2903541	SPBP4H10.15	CDS	WT_Sp1_EMM-N_medium_4h
II	2903543	SPBP4H10.15	CDS	WT_Sp1_vegetative
II	2905365	SPBP4H10.15	CDS	WT_Sp1_EMM-N_medium_4h
II	2917200	SPBC1703.02	CDS	WT_Sp1_vegetative
II	2917218	SPBC1703.02	CDS	WT_Sp1_EMM-N_medium_4h
II	2937966	SPBC1703.12	CDS	WT_Sp1_EMM-N_medium_4h
II	2953664	SPBC2A9.04c	CDS	WT_Sp1_vegetative
II	2954108	SPBC2A9.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	2954292	SPBC2A9.04c	CDS	WT_Sp1_vegetative
II	2972317	SPBC2D10.04	CDS	WT_Sp1_EMM-N_medium_4h
II	2987314	SPBC2D10.12	CDS	WT_Sp1_EMM-N_medium_4h
II	2998027	SPBC2D10.17	CDS	WT_Sp1_EMM-N_medium_4h
II	3005829	SPBC2D10.20	3UTR	WT_Sp1_EMM-N_medium_4h
II	3012013	SPBC15D4.02	5UTR	WT_Sp1_EMM-N_medium_4h
II	3012024	SPBC15D4.02	5UTR	WT_Sp1_vegetative
II	3013150	SPBC15D4.02	CDS	WT_Sp1_EMM-N_medium_4h
II	3013176	SPBC15D4.02	CDS	WT_Sp1_vegetative
II	3013753	SPBC15D4.02	CDS	WT_Sp1_vegetative
II	3013778	SPBC15D4.02	CDS	WT_Sp1_EMM-N_medium_4h
II	3029324	SPNCRNA.1575	5UTR	WT_Sp1_vegetative
II	3029345	SPNCRNA.1575	5UTR	WT_Sp1_EMM-N_medium_4h
II	3038080	SPBC13E7.01	CDS	WT_Sp1_EMM-N_medium_4h
II	3054235	SPBC13E7.07	3UTR	WT_Sp1_vegetative
II	3054239	SPBC13E7.07	3UTR	WT_Sp1_EMM-N_medium_4h
II	3066131	SPBC30D10.15	CDS	WT_Sp1_vegetative
II	3078878	SPBC30D10.10c	CDS	WT_Sp1_vegetative
II	3078890	SPBC30D10.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	3112033	SPBC1778.08c	INT	WT_Sp1_EMM-N_medium_4h
II	3112033	SPBC1778.08c	INT	WT_Sp1_vegetative
II	3115350	SPBC1778.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	3116375	SPBC1778.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	3116390	SPBC1778.10c	5UTR	WT_Sp1_vegetative
II	3123338	SPBC4C3.07	CDS	WT_Sp1_vegetative
II	3123346	SPBC4C3.07	CDS	WT_Sp1_EMM-N_medium_4h
II	3125311	SPBC4C3.06	CDS	WT_Sp1_vegetative
II	3125363	SPBC4C3.06	CDS	WT_Sp1_EMM-N_medium_4h
II	3131258	SPBC4C3.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	3134409	SPBC4C3.12	CDS	WT_Sp1_EMM-N_medium_4h
II	3134416	SPBC4C3.12	CDS	WT_Sp1_vegetative
II	3158413	SPBC609.01	CDS	WT_Sp1_EMM-N_medium_4h
II	3175249	SPBC776.02c	5UTR	WT_Sp1_EMM-N_medium_4h
II	3186420	SPBC776.07	5UTR	WT_Sp1_EMM-N_medium_4h
II	3186421	SPBC776.07	5UTR	WT_Sp1_vegetative
II	3218161	SPBC21.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	3243485	SPBC19F8.07	CDS	WT_Sp1_EMM-N_medium_4h
II	3248227	SPBC25H2.16c	CDS	WT_Sp1_vegetative
II	3248244	SPBC25H2.16c	CDS	WT_Sp1_EMM-N_medium_4h
II	3269192	SPBC25H2.09	CDS	WT_Sp1_EMM-N_medium_4h
II	3273119	SPBC25H2.06c	CDS	WT_Sp1_EMM-N_medium_4h
II	3273136	SPBC25H2.06c	CDS	WT_Sp1_vegetative
II	3289971	SPBC20F10.04c	INT	WT_Sp1_vegetative
II	3289973	SPBC20F10.04c	INT	WT_Sp1_EMM-N_medium_4h
II	3305410	SPBC17D11.01	CDS	WT_Sp1_EMM-N_medium_4h
II	3305785	SPBC17D11.01	CDS	WT_Sp1_EMM-N_medium_4h
II	3305806	SPBC17D11.01	CDS	WT_Sp1_vegetative
II	3328694	SPBC17D1.01	CDS	WT_Sp1_vegetative
II	3328699	SPBC17D1.01	CDS	WT_Sp1_EMM-N_medium_4h
II	3357946	SPBC11C11.05	CDS	WT_Sp1_vegetative
II	3363336	SPBC11C11.08	CDS	WT_Sp1_vegetative
II	3394642	SPBC3B8.02	CDS	WT_Sp1_vegetative
II	3394648	SPBC3B8.02	CDS	WT_Sp1_EMM-N_medium_4h
II	3398057	SPBC13A2.01c	3UTR	WT_Sp1_EMM-N_medium_4h
II	3398062	SPBC13A2.01c	3UTR	WT_Sp1_vegetative
II	3413690	SPBC4B4.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	3417868	SPBC4B4.03	CDS	WT_Sp1_vegetative
II	3418971	SPBC4B4.04	CDS	WT_Sp1_EMM-N_medium_4h
II	3418971	SPBC4B4.04	CDS	WT_Sp1_vegetative
II	3420073	SPBC4B4.04	CDS	WT_Sp1_vegetative
II	3420086	SPBC4B4.04	CDS	WT_Sp1_EMM-N_medium_4h
II	3428775	SPBC4B4.08	CDS	WT_Sp1_EMM-N_medium_4h
II	3440357	SPBC2G2.02	CDS	WT_Sp1_EMM-N_medium_4h
II	3440362	SPBC2G2.02	CDS	WT_Sp1_vegetative
II	3441429	SPBC2G2.03c	INT	WT_Sp1_vegetative
II	3447667	SPBC2G2.07c	CDS	WT_Sp1_vegetative
II	3455317	SPBC2G2.11	CDS	WT_Sp1_EMM-N_medium_4h
II	3455337	SPBC2G2.11	CDS	WT_Sp1_vegetative
II	3484252	SPBC1718.07c	CDS	WT_Sp1_vegetative
II	3484258	SPBC1718.07c	CDS	WT_Sp1_EMM-N_medium_4h
II	3496033	SPBPB7E8.01	CDS	WT_Sp1_vegetative
II	3499901	SPBPB7E8.02	CDS	WT_Sp1_vegetative
II	3517890	SPBC1105.06	CDS	WT_Sp1_EMM-N_medium_4h
II	3533381	SPBC1105.14	CDS	WT_Sp1_EMM-N_medium_4h
II	3533843	SPBC1105.14	CDS	WT_Sp1_vegetative
II	3533845	SPBC1105.14	CDS	WT_Sp1_EMM-N_medium_4h
II	3534331	SPBC1105.14	CDS	WT_Sp1_EMM-N_medium_4h
II	3534332	SPBC1105.14	CDS	WT_Sp1_vegetative
II	3540660	SPBC887.01	CDS	WT_Sp1_vegetative
II	3545857	SPBC887.02	3UTR	WT_Sp1_vegetative
II	3549371	SPBC887.05c	CDS	WT_Sp1_vegetative
II	3549379	SPBC887.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	3551595	SPBC887.07	CDS	WT_Sp1_EMM-N_medium_4h
II	3554592	SPBC887.09c	CDS	WT_Sp1_EMM-N_medium_4h
II	3554594	SPBC887.09c	CDS	WT_Sp1_vegetative
II	3557752	SPBC887.10	CDS	WT_Sp1_vegetative
II	3557759	SPBC887.10	CDS	WT_Sp1_EMM-N_medium_4h
II	3570027	SPBC887.14c	CDS	WT_Sp1_EMM-N_medium_4h
II	3570032	SPBC887.14c	CDS	WT_Sp1_vegetative
II	3571753	SPBC887.15c	CDS	WT_Sp1_vegetative
II	3650659	SPBP8B7.10c	CDS	WT_Sp1_vegetative
II	3655898	SPBP8B7.13	CDS	WT_Sp1_EMM-N_medium_4h
II	3660387	SPBP8B7.15c	CDS	WT_Sp1_vegetative
II	3675556	SPBP8B7.20c	CDS	WT_Sp1_EMM-N_medium_4h
