Chromosome	m1A peak middle position	RefSeq ID	Segment	Cell
chr12	8771484	NM_011519	5UTR	Liver
chr12	11196389	NR_131084	ncRNA	Liver
chr12	16653768	NM_008747	CDS	Liver
chr12	16811104	NR_027677	ncRNA	Liver
chr12	17266636	NM_027959	CDS	Liver
chr12	28631753	NM_011300	CDS	Liver
chr12	28675301	NM_134052	CDS	Liver
chr12	28751957	NM_201357	5UTR	Liver
chr12	31351359	NM_007861	5UTR	Liver
chr12	31950202	NM_153198	CDS	Liver
chr12	44209997	NM_013760	5UTR	Liver
chr12	51348391	NM_001167963	5UTR	Liver
chr12	59061310	NM_030057	5UTR	Liver
chr12	59068768	NM_008891	CDS	Liver
chr12	69158727	NM_009093	CDS	Liver
chr12	69184330	NM_146035	5UTR	Liver
chr12	69372425	NM_007481	5UTR	Liver
chr12	69681730	NM_001135559	5UTR	Liver
chr12	69724779	NM_145443	CDS	Liver
chr12	70227526	NM_133198	CDS	Liver
chr12	70453228	NM_028339	CDS	Liver
chr12	71831264	NM_026102	5UTR	Liver
chr12	72786754	NM_008910	CDS	Liver
chr12	72790692	NM_008910	CDS	Liver
chr12	75631294	NR_038063	ncRNA	Liver
chr12	76311875	NM_138745	CDS	Liver
chr12	76962148	NM_001146176	5UTR	Liver
chr12	78749045	NM_019579	5UTR	Liver
chr12	80110102	NM_007564	CDS	Liver
chr12	80112923	NM_007564	5UTR	Liver
chr12	80260205	NM_134156	5UTR	Liver
chr12	80340024	NM_177267	CDS	Liver
chr12	80436426	NM_177267	5UTR	Liver
chr12	80945649	NM_001079695	5UTR	Liver
chr12	81027094	NM_022316	CDS	Liver
chr12	81532784	NM_025292	5UTR	Liver
chr12	81780986	NM_177395	5UTR	Liver
chr12	82420613	NM_001167983	CDS	Liver
chr12	83699606	NM_008943	CDS	Liver
chr12	84443767	NM_134042	CDS	Liver
chr12	84760843	NM_023409	CDS	Liver
chr12	85219628	NM_145445	CDS	Liver
chr12	85342936	NM_026775	3UTR	Liver
chr12	85374596	NM_026775	CDS	Liver
chr12	86241925	NM_027405	5UTR	Liver
chr12	87266873	NM_146036	CDS	Liver
chr12	91843248	NM_001039089	CDS	Liver
chr12	100199611	NM_009790	5UTR	Liver
chr12	101083279	NM_211355	5UTR	Liver
chr12	102757673	NM_001142938	CDS	Liver
chr12	103456414	NM_145449	CDS	Liver
chr12	103728271	NM_009244	CDS	Liver
chr12	103763742	NM_009246	CDS	Liver
chr12	103895081	NM_009245	CDS	Liver
chr12	103947091	NM_009247	CDS	Liver
chr12	104080834	NR_002861	ncRNA	Liver
chr12	104338529	NM_011458	5UTR	Liver
chr12	104413890	NM_009252	3UTR	Liver
chr12	104751880	NM_148948	5UTR	Liver
chr12	104864949	NR_104435	ncRNA	Liver
chr12	105032773	NM_028419	CDS	Liver
chr12	105701999	NM_178613	3UTR	Liver
chr12	105784836	NM_011112	5UTR	Liver
chr12	108793575	NM_009537	CDS	Liver
chr12	108793908	NM_009537	CDS	Liver
chr12	110279300	NM_172119	CDS	Liver
chr12	110664647	NM_030238	CDS	Liver
chr12	110666834	NM_030238	3UTR	Liver
chr12	111758983	NM_001025360	5UTR	Liver
chr12	111872427	NM_011625	CDS	Liver
chr12	112127120	NM_001081169	3UTR	Liver
chr12	112620200	NM_007421	CDS	Liver
chr12	113098419	NM_054081	CDS	Liver
chr12	113140578	NM_024223	CDS	Liver
chr13	3610909	NM_134063	5UTR	Liver
chr13	4233809	NM_001013785	CDS	Liver
chr13	12440113	NM_001199043	3UTR	Liver
chr13	12609338	NM_026184	3UTR	Liver
chr13	17993212	NM_025904	CDS	Liver
chr13	23684289	NM_023422	CDS	Liver
chr13	23842489	NM_134069	CDS	Liver
chr13	24831815	NM_019551	CDS	Liver
chr13	38058737	NM_024242	CDS	Liver
chr13	38528305	NM_145367	CDS	Liver
chr13	41016360	NM_025387	5UTR	Liver
chr13	45002015	NM_025772	5UTR	Liver
chr13	47060904	NM_172262	CDS	Liver
chr13	49661229	NR_073168	ncRNA	Liver
chr13	51100972	NM_001283028	5UTR	Liver
chr13	51645413	NM_025415	CDS	Liver
chr13	51654518	NM_029279	CDS	Liver
chr13	51847694	NM_011817	CDS	Liver
chr13	54460096	NM_028597	CDS	Liver
chr13	54611210	NM_028870	CDS	Liver
chr13	54681549	NM_134064	3UTR	Liver
chr13	54949533	NM_153131	5UTR	Liver
chr13	55152889	NM_008011	5UTR	Liver
chr13	55418462	NM_021489	CDS	Liver
chr13	55426343	NM_021489	CDS	Liver
chr13	55535987	NM_134059	CDS	Liver
chr13	55650505	NM_001282055	CDS	Liver
chr13	55727428	NM_028281	CDS	Liver
chr13	56703197	NM_001164041	5UTR	Liver
chr13	58127683	NM_029872	CDS	Liver
chr13	58128384	NM_029872	5UTR	Liver
chr13	58215511	NM_152234	5UTR	Liver
chr13	59609549	NM_030153	CDS	Liver
chr13	59628951	NM_030153	CDS	Liver
chr13	60602522	NM_001285917	5UTR	Liver
chr13	62888041	NM_019395	CDS	Liver
chr13	63299198	NM_001289926	3UTR	Liver
chr13	69533719	NM_001169131	5UTR	Liver
chr13	73604256	NM_146047	CDS	Liver
chr13	73798516	NM_011390	CDS	Liver
chr13	73798998	NM_011390	CDS	Liver
chr13	74339161	NM_023281	CDS	Liver
chr13	75707648	NM_138953	5UTR	Liver
chr13	85288546	NM_145452	CDS	Liver
chr13	93304528	NM_147176	5UTR	Liver
chr13	93620233	NM_016668	CDS	Liver
chr13	94285260	NM_029153	CDS	Liver
chr13	95891814	NM_027711	5UTR	Liver
chr13	96542910	NM_023420	5UTR	Liver
chr13	98635328	NM_026685	3UTR	Liver
chr13	98806387	NM_172591	CDS	Liver
chr13	101768072	NM_001077495	5UTR	Liver
chr13	102735630	NM_175171	CDS	Liver
chr13	104073003	NM_029447	CDS	Liver
chr13	108158535	NM_001127346	CDS	Liver
chr13	110395265	NM_152804	CDS	Liver
chr13	112464195	NM_010560	5UTR	Liver
chr13	112726103	NM_178746	CDS	Liver
chr13	112876524	NM_028151	CDS	Liver
chr13	115090107	NM_134058	5UTR	Liver
chr13	119429019	NM_145457	5UTR	Liver
chr14	8098348	NM_178279	CDS	Liver
chr14	8144215	NM_178279	CDS	Liver
chr14	18238991	NM_011584	5UTR	Liver
chr14	20181543	NM_021542	5UTR	Liver
chr14	20348277	NM_001024512	5UTR	Liver
chr14	21052665	NM_134079	CDS	Liver
chr14	24158006	NM_001163513	CDS	Liver
chr14	26579711	NM_145969	CDS	Liver
chr14	26638306	NM_007479	5UTR	Liver
chr14	30886574	NM_001289632	CDS	Liver
chr14	30887902	NM_001289632	CDS	Liver
chr14	30889633	NM_001289632	CDS	Liver
chr14	30889896	NM_001289632	CDS	Liver
chr14	30890169	NM_001289632	CDS	Liver
chr14	30896680	NM_001289632	CDS	Liver
chr14	30933468	NM_008406	CDS	Liver
chr14	30935841	NM_008406	CDS	Liver
chr14	31186847	NM_022656	CDS	Liver
chr14	31206682	NM_022656	5UTR	Liver
chr14	31435918	NM_011894	CDS	Liver
chr14	33945815	NM_019506	3UTR	Liver
chr14	45318460	NM_015774	CDS	Liver
chr14	47277161	NM_080843	5UTR	Liver
chr14	48256474	NM_033602	CDS	Liver
chr14	49014069	NM_207214	3UTR	Liver
chr14	49172309	NM_001081430	5UTR	Liver
chr14	50944560	NM_013632	5UTR	Liver
chr14	51096455	NM_007447	5UTR	Liver
chr14	51905479	NM_013864	3UTR	Liver
chr14	51911508	NM_013864	CDS	Liver
chr14	54253772	NM_001113358	CDS	Liver
chr14	54431758	NM_008608	5UTR	Liver
chr14	54642852	NM_001085473	CDS	Liver
chr14	54885553	NM_007537	3UTR	Liver
chr14	54894318	NM_019402	CDS	Liver
chr14	55115259	NM_177049	CDS	Liver
chr14	55564480	NR_037572	ncRNA	Liver
chr14	57104578	NM_008125	5UTR	Liver
chr14	57745995	NM_015771	5UTR	Liver
chr14	57798294	NM_009119	CDS	Liver
chr14	63122551	NM_007798	5UTR	Liver
chr14	63142881	NM_007798	3UTR	Liver
chr14	64652609	NM_001081177	CDS	Liver
chr14	66009108	NM_178747	5UTR	Liver
chr14	66154231	NM_001162365	CDS	Liver
chr14	67716293	NM_001285933	5UTR	Liver
chr14	67933465	NM_177780	5UTR	Liver
chr14	70520081	NR_033241	ncRNA	Liver
chr14	70890696	NM_008115	5UTR	Liver
chr14	73385076	NM_008410	CDS	Liver
chr14	73510120	NM_026119	CDS	Liver
chr14	73552846	NM_011506	CDS	Liver
chr14	75212439	NM_001247984	CDS	Liver
chr14	75327926	NM_026083	CDS	Liver
chr14	75845404	NM_009429	5UTR	Liver
chr14	77852957	NM_025384	CDS	Liver
chr14	77874836	NM_025384	CDS	Liver
chr14	78536789	NM_001164503	5UTR	Liver
chr14	102981099	NM_177715	3UTR	Liver
chr14	103146890	NM_207215	CDS	Liver
chr14	104466534	NM_011143	CDS	Liver
chr14	118938087	NM_008929	5UTR	Liver
chr14	118981126	NM_008929	3UTR	Liver
chr14	121973673	NM_026861	CDS	Liver
chr14	121994424	NM_026861	CDS	Liver
chr14	122107295	NM_080556	CDS	Liver
chr14	122143463	NM_080556	CDS	Liver
chr14	122464234	NM_022987	CDS	Liver
chr14	122534410	NM_144844	CDS	Liver
chr15	3583111	NM_001048178	5UTR	Liver
chr15	5116677	NM_026069	5UTR	Liver
chr15	5117368	NM_026069	CDS	Liver
chr15	5143968	NM_001013367	CDS	Liver
chr15	8098989	NM_001081402	CDS	Liver
chr15	9071606	NM_001085410	CDS	Liver
chr15	12321558	NM_025673	5UTR	Liver
chr15	12321823	NM_025673	CDS	Liver
chr15	25984623	NM_144523	CDS	Liver
chr15	31224525	NM_146057	5UTR	Liver
chr15	34238253	NM_033521	5UTR	Liver
chr15	34495118	NM_008287	CDS	Liver
chr15	34574570	NM_145469	3UTR	Liver
chr15	36608631	NM_008774	5UTR	Liver
chr15	37007235	NM_026521	5UTR	Liver
chr15	38078554	NM_001112721	5UTR	Liver
chr15	39828098	NM_022722	CDS	Liver
chr15	44428221	NM_026149	5UTR	Liver
chr15	55072033	NM_001081288	5UTR	Liver
chr15	55112534	NR_045093	ncRNA	Liver
chr15	58951623	NM_144800	CDS	Liver
chr15	66577718	NM_001081409	5UTR	Liver
chr15	69049437	NM_010158	CDS	Liver
chr15	74958657	NM_001164036	CDS	Liver
chr15	75921442	NM_025412	CDS	Liver
chr15	76343629	NM_025567	CDS	Liver
chr15	76369747	NM_021555	CDS	Liver
chr15	76447279	NM_175457	CDS	Liver
chr15	76498538	NM_008296	CDS	Liver
chr15	76511706	NM_010046	CDS	Liver
chr15	76656674	NM_001276321	CDS	Liver
chr15	76710785	NM_145471	5UTR	Liver
chr15	76722627	NM_176828	3UTR	Liver
chr15	77306804	NM_053104	5UTR	Liver
chr15	77404846	NM_001162883	CDS	Liver
chr15	77735303	NM_001168660	CDS	Liver
chr15	77768960	NM_022410	CDS	Liver
chr15	78410297	NM_001162492	CDS	Liver
chr15	79028536	NM_008197	5UTR	Liver
chr15	79742424	NM_194342	5UTR	Liver
chr15	81399613	NM_133726	5UTR	Liver
chr15	82147358	NM_033218	5UTR	Liver
chr15	82354172	NM_025987	CDS	Liver
chr15	82380168	NM_001163472	5UTR	Liver
chr15	82403047	NM_010005	CDS	Liver
chr15	82452484	NM_010006	CDS	Liver
chr15	82791775	NM_029562	CDS	Liver
chr15	83154072	NM_029787	3UTR	Liver
chr15	83464515	NM_001159509	5UTR	Liver
chr15	83555589	NM_001030014	CDS	Liver
chr15	84192328	NM_178614	5UTR	Liver
chr15	84987918	NM_001033273	5UTR	Liver
chr15	85735933	NM_011144	5UTR	Liver
chr15	85929926	NM_009886	CDS	Liver
chr15	86498066	NM_145476	3UTR	Liver
chr15	88862916	NM_145478	CDS	Liver
chr15	89140595	NM_013871	5UTR	Liver
chr15	89159609	NM_138749	CDS	Liver
chr15	89373528	NM_001111288	5UTR	Liver
chr15	89376657	NM_138302	CDS	Liver
chr15	89428806	NR_004843	ncRNA	Liver
chr15	89454053	NM_021921	5UTR	Liver
chr15	90934475	NM_001109041	CDS	Liver
chr15	90968133	NM_001109041	CDS	Liver
chr15	95790981	NM_175344	5UTR	Liver
chr15	96287691	NM_175251	5UTR	Liver
chr15	96418174	NM_028148	CDS	Liver
chr15	96460687	NM_028148	5UTR	Liver
chr15	96698772	NM_175121	5UTR	Liver
chr15	98534015	NM_133714	5UTR	Liver
chr15	98763050	NM_007478	5UTR	Liver
chr15	99126865	NM_139140	5UTR	Liver
chr15	99408815	NM_026669	3UTR	Liver
chr15	99409220	NM_026669	3UTR	Liver
chr15	99702372	NM_031842	CDS	Liver
chr15	99717622	NM_010271	CDS	Liver
chr15	99718250	NM_010271	CDS	Liver
chr15	100484662	NM_153407	CDS	Liver
chr15	100615704	NM_011873	5UTR	Liver
chr15	102088895	NM_145625	CDS	Liver
chr15	102094702	NM_145625	CDS	Liver
chr15	102150604	NM_146064	5UTR	Liver
chr15	102430090	NM_013672	CDS	Liver
chr15	102470726	NM_011042	5UTR	Liver
chr15	102665220	NM_026468	CDS	Liver
chr15	102710477	NM_026192	CDS	Liver
chr15	103320392	NM_013866	CDS	Liver
chr16	4420357	NM_009624	5UTR	Liver
chr16	4879725	NM_145359	CDS	Liver
chr16	4886354	NM_001252437	5UTR	Liver
chr16	8830325	NM_001081400	5UTR	Liver
chr16	11254153	NM_001130008	5UTR	Liver
chr16	14159182	NM_001081154	5UTR	Liver
chr16	17131707	NM_022324	CDS	Liver
chr16	17132226	NM_022324	CDS	Liver
chr16	17452385	NM_007764	5UTR	Liver
chr16	17844145	NM_001109750	CDS	Liver
chr16	17925558	NM_153150	3UTR	Liver
chr16	18426474	NM_001111062	5UTR	Liver
chr16	18877353	NM_010435	5UTR	Liver
chr16	20302286	NM_001005767	CDS	Liver
chr16	20333748	NM_013790	CDS	Liver
chr16	20499033	NM_172265	CDS	Liver
chr16	20517192	NM_007889	5UTR	Liver
chr16	20535572	NM_009679	5UTR	Liver
chr16	20651778	NR_027485	ncRNA	Liver
chr16	20692484	NM_145941	3UTR	Liver
chr16	20716006	NM_009900	5UTR	Liver
chr16	20728453	NM_001173505	CDS	Liver
chr16	21694453	NM_001001881	5UTR	Liver
chr16	22857990	NM_026400	5UTR	Liver
chr16	22892256	NR_075099	ncRNA	Liver
chr16	22894428	NR_075099	ncRNA	Liver
chr16	22894844	NM_013465	CDS	Liver
chr16	22895298	NR_075099	ncRNA	Liver
chr16	22920362	NM_021564	5UTR	Liver
chr16	22934321	NM_021564	CDS	Liver
chr16	22961109	NM_053176	CDS	Liver
chr16	23081553	NM_023125	CDS	Liver
chr16	31663991	NM_001252433	5UTR	Liver
chr16	31664242	NM_001252433	5UTR	Liver
chr16	32079160	NM_177326	5UTR	Liver
chr16	33829802	NM_010580	5UTR	Liver
chr16	33944159	NM_010580	CDS	Liver
chr16	34054929	NM_177357	CDS	Liver
chr16	35022542	NM_023587	CDS	Liver
chr16	36052383	NM_027342	CDS	Liver
chr16	37588731	NR_027778	ncRNA	Liver
chr16	38591035	NM_001205287	CDS	Liver
chr16	44139972	NM_028108	5UTR	Liver
chr16	45711540	NM_019754	3UTR	Liver
chr16	46153688	NM_001304528	3UTR	Liver
chr16	46154906	NM_001304528	CDS	Liver
chr16	46496806	NM_021496	5UTR	Liver
chr16	57122104	NM_138599	CDS	Liver
chr16	58670804	NM_007757	CDS	Liver
chr16	64852115	NM_178647	5UTR	Liver
chr16	64855849	NM_178647	CDS	Liver
chr16	84955375	NM_001198824	CDS	Liver
chr16	85056469	NM_001198824	CDS	Liver
chr16	85173608	NM_001198824	5UTR	Liver
chr16	90220860	NM_011434	CDS	Liver
chr16	91561757	NM_008338	CDS	Liver
chr16	91660055	NM_178880	CDS	Liver
chr16	91729468	NM_001110276	5UTR	Liver
chr16	91801651	NM_001110276	CDS	Liver
chr16	91818574	NM_001110276	CDS	Liver
chr16	92466083	NM_001081549	5UTR	Liver
chr16	93739281	NM_027293	CDS	Liver
chr16	94570227	NM_007890	5UTR	Liver
chr16	96127648	NM_008251	5UTR	Liver
chr17	6106905	NM_001103181	5UTR	Liver
chr17	6311788	NM_001166629	CDS	Liver
chr17	8311220	NM_134114	5UTR	Liver
chr17	12916544	NM_001290712	5UTR	Liver
chr17	12939986	NM_153151	CDS	Liver
chr17	14203642	NM_172826	CDS	Liver
chr17	15705112	NM_007690	5UTR	Liver
chr17	23803308	NM_175229	5UTR	Liver
chr17	24169315	NR_037854	ncRNA	Liver
chr17	24632780	NM_008743	CDS	Liver
chr17	24639392	NM_023449	3UTR	Liver
chr17	24720372	NM_008503	CDS	Liver
chr17	24724294	NM_026684	CDS	Liver
chr17	24895232	NM_023260	CDS	Liver
chr17	24936807	NM_013931	CDS	Liver
chr17	24943389	NM_198937	3UTR	Liver
chr17	25133549	NM_011930	CDS	Liver
chr17	25832818	NM_019719	CDS	Liver
chr17	25868496	NM_026633	CDS	Liver
chr17	26113407	NM_021793	5UTR	Liver
chr17	26508379	NM_013642	5UTR	Liver
chr17	27623290	NM_019837	5UTR	Liver
chr17	27751720	NM_001271511	3UTR	Liver
chr17	27752628	NM_001271511	3UTR	Liver
chr17	28486020	NM_010220	5UTR	Liver
chr17	28691634	NM_001168514	5UTR	Liver
chr17	30005189	NM_148926	5UTR	Liver
chr17	31647279	NM_001163769	CDS	Liver
chr17	31855728	NM_010831	5UTR	Liver
chr17	32141294	NM_008716	CDS	Liver
chr17	32312397	NR_131218	ncRNA	Liver
chr17	33749010	NM_008997	CDS	Liver
chr17	33919705	NM_009318	CDS	Liver
chr17	33999432	NM_001001892	CDS	Liver
chr17	33999872	NM_001001892	CDS	Liver
chr17	34031409	NM_008202	5UTR	Liver
chr17	34603478	NM_019403	5UTR	Liver
chr17	34735829	NM_009780	CDS	Liver
chr17	34740013	NM_009780	CDS	Liver
chr17	34839511	NM_021337	CDS	Liver
chr17	34860860	NM_008198	CDS	Liver
chr17	34861859	NM_008198	CDS	Liver
chr17	35263155	NM_010380	CDS	Liver
chr17	35470533	NM_010391	CDS	Liver
chr17	35889299	NM_026987	CDS	Liver
chr17	36032292	NM_010398	CDS	Liver
chr17	36909351	NM_146077	CDS	Liver
chr17	39845828	NR_046233	ncRNA	Liver
chr17	39847889	NR_046233	ncRNA	Liver
chr17	45545219	NM_001013749	CDS	Liver
chr17	45570466	NM_008302	CDS	Liver
chr17	45571529	NM_008302	CDS	Liver
chr17	46031473	NM_001025250	CDS	Liver
chr17	46202924	NM_028198	CDS	Liver
chr17	46248233	NM_145353	5UTR	Liver
chr17	46729069	NM_010321	CDS	Liver
chr17	46974002	NM_001177374	CDS	Liver
chr17	47690277	NR_045945	ncRNA	Liver
chr17	47924407	NM_028767	5UTR	Liver
chr17	49428508	NM_028464	CDS	Liver
chr17	49433265	NM_028464	CDS	Liver
chr17	53479431	NM_025887	5UTR	Liver
chr17	56009419	NM_026530	CDS	Liver
chr17	56020180	NM_001252471	CDS	Liver
chr17	56036506	NM_001252471	5UTR	Liver
chr17	56566507	NM_001029979	CDS	Liver
chr17	56585226	NM_001163300	CDS	Liver
chr17	56935335	NM_022328	5UTR	Liver
chr17	57031294	NM_010613	CDS	Liver
chr17	57045221	NM_025877	3UTR	Liver
chr17	57059673	NM_025877	CDS	Liver
chr17	57209636	NM_009778	CDS	Liver
chr17	57210253	NM_009778	CDS	Liver
chr17	57215165	NM_009778	CDS	Liver
chr17	57215842	NM_009778	CDS	Liver
chr17	57221994	NM_009778	CDS	Liver
chr17	57222296	NM_009778	CDS	Liver
chr17	57222913	NM_009778	CDS	Liver
chr17	57223250	NM_009778	CDS	Liver
chr17	57223919	NM_009778	CDS	Liver
chr17	57224147	NM_009778	CDS	Liver
chr17	57224374	NM_009778	CDS	Liver
chr17	57224718	NM_009778	CDS	Liver
chr17	57226045	NM_009778	CDS	Liver
chr17	57226267	NM_009778	CDS	Liver
chr17	57228020	NM_009778	CDS	Liver
chr17	65613379	NM_013933	5UTR	Liver
chr17	65884751	NM_001198949	5UTR	Liver
chr17	65925234	NM_023053	3UTR	Liver
chr17	71002161	NM_026064	5UTR	Liver
chr17	78959117	NM_001171005	CDS	Liver
chr17	80061776	NM_144802	CDS	Liver
chr17	80207233	NR_036615	ncRNA	Liver
chr17	83706255	NM_054082	5UTR	Liver
chr17	84186251	NM_001001806	CDS	Liver
chr17	84187815	NM_001001806	5UTR	Liver
chr17	84334099	NM_183021	CDS	Liver
chr17	84691916	NR_104382	ncRNA	Liver
chr17	84958230	NM_001159496	5UTR	Liver
chr17	86754238	NM_010137	5UTR	Liver
chr17	86827942	NM_010137	CDS	Liver
chr17	86963396	NM_145491	5UTR	Liver
chr17	87255695	NM_139295	3UTR	Liver
chr17	87342121	NM_028639	CDS	Liver
chr17	87672722	NM_008628	CDS	Liver
chr18	6449225	NM_027497	CDS	Liver
chr18	6765273	NM_181070	CDS	Liver
chr18	12168827	NM_029623	CDS	Liver
chr18	12941724	NM_207530	5UTR	Liver
chr18	20665474	NM_013697	CDS	Liver
chr18	20666537	NM_013697	CDS	Liver
chr18	20670071	NM_013697	CDS	Liver
chr18	20673739	NM_013697	3UTR	Liver
chr18	31804188	NM_028866	5UTR	Liver
chr18	33202389	NM_133774	3UTR	Liver
chr18	34777164	NM_001081256	CDS	Liver
chr18	34931646	NM_144866	CDS	Liver
chr18	34954251	NM_010481	CDS	Liver
chr18	35598712	NM_026420	5UTR	Liver
chr18	36287224	NM_008989	CDS	Liver
chr18	36560937	NM_175375	CDS	Liver
chr18	39243675	NM_175164	CDS	Liver
chr18	42257140	NM_134137	CDS	Liver
chr18	43437984	NM_001291455	CDS	Liver
chr18	46525749	NM_173423	5UTR	Liver
chr18	46728194	NM_033037	5UTR	Liver
chr18	46741973	NM_009681	5UTR	Liver
chr18	57133328	NM_001001979	5UTR	Liver
chr18	61068880	NM_001146268	CDS	Liver
chr18	61197361	NM_007885	3UTR	Liver
chr18	61737552	NM_178928	CDS	Liver
chr18	63692202	NM_016792	5UTR	Liver
chr18	67421080	NM_027130	CDS	Liver
chr18	70568513	NM_010773	CDS	Liver
chr18	70568820	NM_010773	CDS	Liver
chr18	74798405	NM_177470	CDS	Liver
chr18	75009815	NM_001001181	3UTR	Liver
chr18	75820310	NM_145356	5UTR	Liver
chr18	77065313	NM_008602	5UTR	Liver
chr18	77778574	NM_007505	CDS	Liver
chr18	80256850	NM_001164424	5UTR	Liver
chr18	80735196	NM_015805	3UTR	Liver
chr18	82633108	NM_177832	CDS	Liver
chr18	84677375	NM_023149	CDS	Liver
chr18	84720263	NM_173770	5UTR	Liver
chr19	3376481	NM_013495	CDS	Liver
chr19	3851923	NM_013490	5UTR	Liver
chr19	3987256	NM_001302482	CDS	Liver
chr19	4035581	NM_013541	CDS	Liver
chr19	4040466	NM_181796	CDS	Liver
chr19	4192228	NM_031868	CDS	Liver
chr19	4232132	NM_027196	CDS	Liver
chr19	4306069	NM_130863	5UTR	Liver
chr19	4602314	NM_001162946	CDS	Liver
chr19	4838874	NM_016892	CDS	Liver
chr19	5367116	NM_027236	5UTR	Liver
chr19	5385867	NM_016882	CDS	Liver
chr19	5388488	NR_033224	ncRNA	Liver
chr19	5425232	NM_001256515	CDS	Liver
chr19	5609354	NR_037603	ncRNA	Liver
chr19	5666927	NM_144868	CDS	Liver
chr19	5797473	NR_002847	ncRNA	Liver
chr19	5801149	NR_002847	ncRNA	Liver
chr19	5801850	NR_002847	ncRNA	Liver
chr19	5802150	NR_002847	ncRNA	Liver
chr19	5827855	NR_131212	ncRNA	Liver
chr19	5830600	NR_131212	ncRNA	Liver
chr19	5834401	NR_131212	ncRNA	Liver
chr19	5840689	NR_131212	ncRNA	Liver
chr19	5843356	NR_003513	ncRNA	Liver
chr19	5843769	NR_003513	ncRNA	Liver
chr19	5845142	NR_003513	ncRNA	Liver
chr19	5845383	NR_003513	ncRNA	Liver
chr19	6046844	NM_028769	5UTR	Liver
chr19	6277223	NM_010119	CDS	Liver
chr19	6335154	NM_001168490	5UTR	Liver
chr19	6335591	NM_001168488	CDS	Liver
chr19	6839644	NM_019924	CDS	Liver
chr19	7217470	NM_007750	CDS	Liver
chr19	7483150	NM_001271487	5UTR	Liver
chr19	7786580	NM_146232	CDS	Liver
chr19	8820498	NM_001081196	CDS	Liver
chr19	8898141	NM_008060	CDS	Liver
chr19	9982832	NR_073181	ncRNA	Liver
chr19	9984907	NR_073181	ncRNA	Liver
chr19	10101438	NM_019699	5UTR	Liver
chr19	10183065	NM_146094	CDS	Liver
chr19	10194577	NM_146094	CDS	Liver
chr19	10843023	NM_023044	CDS	Liver
chr19	10895411	NM_001253843	5UTR	Liver
chr19	11818777	NM_011502	5UTR	Liver
chr19	11966057	NM_001033174	CDS	Liver
chr19	12795311	NR_024093	ncRNA	Liver
chr19	21272375	NM_009551	5UTR	Liver
chr19	23141336	NM_010638	5UTR	Liver
chr19	25411354	NM_181404	CDS	Liver
chr19	27238775	NM_001161420	CDS	Liver
chr19	29648206	NM_001081213	CDS	Liver
chr19	30175207	NM_138595	CDS	Liver
chr19	31868851	NM_001081074	5UTR	Liver
chr19	37435053	NM_008245	CDS	Liver
chr19	38118423	NM_011255	CDS	Liver
chr19	38124090	NM_011255	CDS	Liver
chr19	38124527	NM_001159487	CDS	Liver
chr19	40165451	NM_145499	CDS	Liver
chr19	40167552	NM_145499	CDS	Liver
chr19	41263903	NM_133352	5UTR	Liver
chr19	41981929	NM_145500	5UTR	Liver
chr19	42045990	NM_026152	CDS	Liver
chr19	42170727	NM_177319	5UTR	Liver
chr19	43674753	NM_145156	CDS	Liver
chr19	44107354	NM_001162410	CDS	Liver
chr19	44146013	NM_028607	CDS	Liver
chr19	44407470	NM_009127	5UTR	Liver
chr19	44992307	NM_011976	5UTR	Liver
chr19	45001658	NM_011976	CDS	Liver
chr19	45006747	NM_153796	5UTR	Liver
chr19	45660088	NM_013907	5UTR	Liver
chr19	45783099	NM_023799	CDS	Liver
chr19	46045132	NM_001113408	5UTR	Liver
chr19	46056650	NM_001081214	CDS	Liver
chr19	46131988	NM_007703	5UTR	Liver
chr19	46261707	NM_178930	CDS	Liver
chr19	46599215	NM_001177812	CDS	Liver
chr19	46654483	NM_001177813	CDS	Liver
chr19	53389369	NM_172429	CDS	Liver
chr19	53903462	NM_001168492	5UTR	Liver
chr19	56288008	NM_146101	CDS	Liver
chr19	56397300	NM_007611	5UTR	Liver
chr19	60226566	NM_029648	5UTR	Liver
chr19	60766539	NM_010123	CDS	Liver
chrUn_JH584304	54845	NR_003518	ncRNA	Liver
chrX	7722321	NM_172372	5UTR	Liver
chrX	7842548	NM_138604	CDS	Liver
chrX	8129076	NM_028542	CDS	Liver
chrX	12080395	NM_029510	5UTR	Liver
chrX	13281101	NM_010028	5UTR	Liver
chrX	13291177	NM_010028	CDS	Liver
chrX	18162782	NM_009483	5UTR	Liver
chrX	18163406	NM_009483	CDS	Liver
chrX	20663037	NM_001136085	5UTR	Liver
chrX	36598408	NM_016783	CDS	Liver
chrX	36795740	NM_007451	CDS	Liver
chrX	36874441	NM_019668	5UTR	Liver
chrX	37191060	NM_019443	CDS	Liver
chrX	42068424	NM_009688	5UTR	Liver
chrX	68678779	NM_001290424	5UTR	Liver
chrX	74080019	NM_010788	5UTR	Liver
chrX	74297261	NM_018794	CDS	Liver
chrX	74305325	NM_010273	5UTR	Liver
chrX	94382194	NR_004438	ncRNA	Liver
chrX	94535978	NM_019791	CDS	Liver
chrX	101384296	NM_008124	CDS	Liver
chrX	101385461	NM_008124	3UTR	Liver
chrX	103467942	NR_001570	ncRNA	Liver
chrX	103981160	NM_011276	5UTR	Liver
chrX	109005312	NM_016710	CDS	Liver
chrX	129750027	NM_172493	CDS	Liver
chrX	151803450	NM_021523	5UTR	Liver
